author,publication,title,content
NYT_Author_1,The New York Times,Sample Title 182 by NYT_Author_1,A new report on market was published yesterday. Many people are concerned about stock and its effects. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 183 by NYT_Author_1,Experts discussed how stock impacts society today. Many people are concerned about stock and its effects. Many people are concerned about stock and its effects.
NYT_Author_1,The New York Times,Sample Title 184 by NYT_Author_1,Many people are concerned about stock and its effects. A new report on market was published yesterday. The issue of economy continues to make headlines.
NYT_Author_1,The New York Times,Sample Title 185 by NYT_Author_1,Many people are concerned about stock and its effects. The recent economy has sparked debate in the media. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 186 by NYT_Author_1,A new report on market was published yesterday. Experts discussed how stock impacts society today. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 187 by NYT_Author_1,Experts discussed how stock impacts society today. The recent economy has sparked debate in the media. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 188 by NYT_Author_1,A new report on market was published yesterday. The recent economy has sparked debate in the media. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 189 by NYT_Author_1,The recent economy has sparked debate in the media. Experts discussed how stock impacts society today. The issue of economy continues to make headlines.
NYT_Author_1,The New York Times,Sample Title 190 by NYT_Author_1,A new report on market was published yesterday. The issue of economy continues to make headlines. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 191 by NYT_Author_1,A new report on market was published yesterday. The recent economy has sparked debate in the media. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 192 by NYT_Author_1,The issue of economy continues to make headlines. A new report on market was published yesterday. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 193 by NYT_Author_1,The recent economy has sparked debate in the media. The recent economy has sparked debate in the media. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 194 by NYT_Author_1,The issue of economy continues to make headlines. Experts discussed how stock impacts society today. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 195 by NYT_Author_1,A new report on market was published yesterday. A new report on market was published yesterday. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 196 by NYT_Author_1,Many people are concerned about stock and its effects. The recent economy has sparked debate in the media. The issue of economy continues to make headlines.
NYT_Author_1,The New York Times,Sample Title 197 by NYT_Author_1,Experts discussed how stock impacts society today. A new report on market was published yesterday. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 198 by NYT_Author_1,Experts discussed how stock impacts society today. Many people are concerned about stock and its effects. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 199 by NYT_Author_1,The recent economy has sparked debate in the media. A new report on market was published yesterday. Experts discussed how stock impacts society today.
NYT_Author_1,The New York Times,Sample Title 200 by NYT_Author_1,Experts discussed how stock impacts society today. The recent economy has sparked debate in the media. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 201 by NYT_Author_1,A new report on market was published yesterday. A new report on market was published yesterday. The recent economy has sparked debate in the media.
NYT_Author_1,The New York Times,Sample Title 202 by NYT_Author_1,The issue of economy continues to make headlines. Experts discussed how stock impacts society today. Many people are concerned about stock and its effects.
NYT_Author_1,The New York Times,Sample Title 203 by NYT_Author_1,The recent economy has sparked debate in the media. Many people are concerned about stock and its effects. Many people are concerned about stock and its effects.
NYT_Author_1,The New York Times,Sample Title 204 by NYT_Author_1,The recent economy has sparked debate in the media. Experts discussed how stock impacts society today. A new report on market was published yesterday.
NYT_Author_1,The New York Times,Sample Title 205 by NYT_Author_1,The recent economy has sparked debate in the media. The recent economy has sparked debate in the media. The issue of economy continues to make headlines.
