author,publication,title,content
NYT_Author_2,The New York Times,Sample Title 80 by NYT_Author_2,A new report on vaccine was published yesterday. The recent health has sparked debate in the media. Many people are concerned about hospital and its effects.
NYT_Author_2,The New York Times,Sample Title 81 by NYT_Author_2,Many people are concerned about hospital and its effects. The recent health has sparked debate in the media. The issue of health continues to make headlines.
NYT_Author_2,The New York Times,Sample Title 82 by NYT_Author_2,A new report on vaccine was published yesterday. The issue of health continues to make headlines. The recent health has sparked debate in the media.
NYT_Author_2,The New York Times,Sample Title 83 by NYT_Author_2,The issue of health continues to make headlines. A new report on vaccine was published yesterday. Many people are concerned about hospital and its effects.
NYT_Author_2,The New York Times,Sample Title 84 by NYT_Author_2,The recent health has sparked debate in the media. Many people are concerned about hospital and its effects. Many people are concerned about hospital and its effects.
NYT_Author_2,The New York Times,Sample Title 85 by NYT_Author_2,Experts discussed how hospital impacts society today. A new report on vaccine was published yesterday. Experts discussed how hospital impacts society today.
NYT_Author_2,The New York Times,Sample Title 86 by NYT_Author_2,A new report on vaccine was published yesterday. Many people are concerned about hospital and its effects. A new report on vaccine was published yesterday.
NYT_Author_2,The New York Times,Sample Title 87 by NYT_Author_2,The recent health has sparked debate in the media. A new report on vaccine was published yesterday. The recent health has sparked debate in the media.
NYT_Author_2,The New York Times,Sample Title 88 by NYT_Author_2,The issue of health continues to make headlines. The recent health has sparked debate in the media. The recent health has sparked debate in the media.
NYT_Author_2,The New York Times,Sample Title 89 by NYT_Author_2,Experts discussed how hospital impacts society today. The issue of health continues to make headlines. Experts discussed how hospital impacts society today.
NYT_Author_2,The New York Times,Sample Title 90 by NYT_Author_2,Experts discussed how hospital impacts society today. The issue of health continues to make headlines. Many people are concerned about hospital and its effects.
NYT_Author_2,The New York Times,Sample Title 91 by NYT_Author_2,A new report on vaccine was published yesterday. Many people are concerned about hospital and its effects. The issue of health continues to make headlines.
NYT_Author_2,The New York Times,Sample Title 92 by NYT_Author_2,The issue of health continues to make headlines. A new report on vaccine was published yesterday. The recent health has sparked debate in the media.
NYT_Author_2,The New York Times,Sample Title 93 by NYT_Author_2,Experts discussed how hospital impacts society today. The recent health has sparked debate in the media. Many people are concerned about hospital and its effects.
NYT_Author_2,The New York Times,Sample Title 94 by NYT_Author_2,Many people are concerned about hospital and its effects. The recent health has sparked debate in the media. The issue of health continues to make headlines.
NYT_Author_2,The New York Times,Sample Title 95 by NYT_Author_2,Experts discussed how hospital impacts society today. Experts discussed how hospital impacts society today. Many people are concerned about hospital and its effects.
NYT_Author_2,The New York Times,Sample Title 96 by NYT_Author_2,The issue of health continues to make headlines. Many people are concerned about hospital and its effects. A new report on vaccine was published yesterday.
NYT_Author_2,The New York Times,Sample Title 97 by NYT_Author_2,The issue of health continues to make headlines. The recent health has sparked debate in the media. Experts discussed how hospital impacts society today.
NYT_Author_2,The New York Times,Sample Title 98 by NYT_Author_2,The recent health has sparked debate in the media. The issue of health continues to make headlines. Experts discussed how hospital impacts society today.
NYT_Author_2,The New York Times,Sample Title 99 by NYT_Author_2,The issue of health continues to make headlines. Experts discussed how hospital impacts society today. The issue of health continues to make headlines.
NYT_Author_3,The New York Times,Sample Title 0 by NYT_Author_3,The issue of science continues to make headlines. A new report on discovery was published yesterday. A new report on discovery was published yesterday.
NYT_Author_3,The New York Times,Sample Title 1 by NYT_Author_3,A new report on discovery was published yesterday. Many people are concerned about research and its effects. Many people are concerned about research and its effects.
NYT_Author_3,The New York Times,Sample Title 2 by NYT_Author_3,A new report on discovery was published yesterday. Experts discussed how research impacts society today. A new report on discovery was published yesterday.
NYT_Author_3,The New York Times,Sample Title 3 by NYT_Author_3,Many people are concerned about research and its effects. The issue of science continues to make headlines. A new report on discovery was published yesterday.
NYT_Author_3,The New York Times,Sample Title 4 by NYT_Author_3,The recent science has sparked debate in the media. Experts discussed how research impacts society today. Many people are concerned about research and its effects.
